,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
451,452,3.044522437723423,RL,4.143134726391533,11.167077412430533,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,6.486160788944089,Unf,0.0,6.778784897685177,7.335633981927201,GasA,TA,Y,SBrkr,7.335633981927201,0.0,0.0,7.335633981927201,1,0.0,2,0,2,0.6931471805599453,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,576,TA,TA,Y,5.303304908059076,4.007333185232471,0.0,0.0,0.0,None,None,0.0,12,2006,WD,Normal,12.54254845357358
452,453,4.110873864173311,RL,4.2633832685897595,9.1381996941985,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,3.7612001156935624,Gd,TA,PConc,Ex,TA,No,ALQ,6.610696044717759,Unf,0.0,4.875197323201151,6.771935555839602,GasA,Ex,Y,SBrkr,6.790097235513905,6.767343125265392,0.0,7.471363088187097,1,0.0,2,1,3,0.6931471805599453,TA,7,Typ,0,None,Attchd,1996.0,Fin,2,422,TA,TA,Y,4.976733742420574,4.812184355372417,0.0,0.0,0.0,None,None,0.0,7,2007,WD,Normal,12.225880174775122
453,454,4.110873864173311,FV,4.330733340286331,9.105090961257085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.645090969505644,6.645090969505644,GasA,Ex,Y,SBrkr,6.668228248417403,6.690842277418564,0.0,7.372118028337787,0,0.0,2,1,3,0.6931471805599453,Gd,6,Typ,0,None,Attchd,2008.0,RFn,2,676,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,12.25486757159303
454,455,4.51085950651685,RL,4.1588830833596715,9.13755460225053,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,7.382124365737512,Unf,0.0,4.812184355372417,7.455298485683291,GasA,TA,Y,SBrkr,7.455298485683291,0.0,0.0,7.455298485683291,2,0.0,2,0,4,1.0986122886681098,TA,8,Typ,0,None,Detchd,1976.0,Unf,2,560,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,7,2006,WD,Family,12.144202560946876
455,456,3.044522437723423,RL,4.394449154672439,9.169622538697624,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.771441123130016,TA,TA,CBlock,TA,TA,No,ALQ,6.821107472256465,Unf,0.0,5.7899601708972535,7.1252830915107115,GasA,Fa,Y,SBrkr,7.1252830915107115,0.0,0.0,7.1252830915107115,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,528,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,9,2007,WD,Normal,12.075400019877522
456,457,4.2626798770413155,RM,3.5553480614894135,8.427706024914702,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.437751649736401,6.437751649736401,GasA,Fa,N,SBrkr,6.437751649736401,6.580639137284949,0.0,7.20414929203594,0,0.0,1,0,4,0.6931471805599453,TA,7,Typ,0,None,Detchd,1916.0,Unf,3,513,Fa,Fa,Y,0.0,0.0,4.574710978503383,0.0,0.0,None,None,0.0,5,2008,COD,Abnorml,11.49273296168228
457,458,3.044522437723423,RL,4.2633832685897595,10.882339852663634,Pave,None,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,7.018401799069201,Unf,0.0,5.517452896464707,7.21890970761906,GasA,Ex,Y,SBrkr,7.416979621381154,0.0,0.0,7.416979621381154,1,0.0,1,0,2,0.6931471805599453,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,529,TA,TA,Y,5.41610040220442,4.927253685157205,0.0,0.0,0.0,None,None,0.0,3,2008,WD,Normal,12.45293662970407
458,459,4.2626798770413155,RM,4.2633832685897595,8.537191877922927,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.3784261836515865,6.3784261836515865,GasA,Fa,Y,SBrkr,6.726233402358747,6.726233402358747,0.0,7.418780882750794,0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,228,TA,TA,Y,5.262690188904886,4.1588830833596715,0.0,0.0,0.0,MnPrv,None,0.0,6,2008,WD,Normal,11.989165855127435
459,460,3.9318256327243257,RL,4.2633832685897595,8.855948534052018,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,5.087596335232384,TA,TA,CBlock,TA,TA,No,LwQ,5.225746673713202,Unf,0.0,6.263398262591624,6.565264970035361,GasA,TA,Y,SBrkr,6.887552571664617,5.41610040220442,0.0,7.093404625868766,1,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,352,TA,TA,Y,0.0,0.0,5.517452896464707,0.0,0.0,None,None,0.0,7,2009,WD,Normal,11.608244735642321
460,461,4.110873864173311,FV,4.330733340286331,8.987821625430815,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,4.709530201312334,Gd,TA,PConc,Gd,TA,No,GLQ,6.300785794663244,Unf,0.0,5.666426688112432,6.725033642166843,GasA,Ex,Y,SBrkr,6.725033642166843,7.00669522683704,0.0,7.568379267836522,1,0.0,2,1,3,0.6931471805599453,TA,8,Typ,0,None,BuiltIn,2009.0,Fin,2,552,TA,TA,Y,0.0,5.017279836814924,0.0,0.0,0.0,None,None,0.0,12,2009,New,Partial,12.481565733211923
461,462,4.2626798770413155,RL,4.110873864173311,8.881975184248867,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,5.860786223465865,BLQ,5.351858133476067,0.0,6.329720905522696,GasA,Ex,Y,SBrkr,6.3561076606958915,6.329720905522696,0.0,7.035268599281097,1,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,0,None,Detchd,1971.0,RFn,2,576,TA,TA,Y,5.54907608489522,0.0,0.0,0.0,0.0,MnPrv,None,0.0,4,2009,WD,Normal,11.951186847493476
462,463,3.044522437723423,RL,4.110873864173311,9.021839764105513,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.317164686747284,BLQ,5.7430031878094825,0.0,6.762729506931879,GasA,Gd,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360,TA,TA,Y,0.0,0.0,5.4680601411351315,0.0,0.0,GdWo,None,0.0,12,2009,WD,Normal,11.04106411122238
463,464,4.2626798770413155,RL,4.31748811353631,9.391744841707654,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.7899601708972535,Unf,0.0,5.966146739123692,6.573680166960646,GasA,Fa,Y,FuseA,6.745236349484363,6.699500340161678,0.0,7.415175109613295,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,8,2008,WD,Normal,12.147919030759663
464,465,3.044522437723423,RL,4.110873864173311,9.039670667922676,Pave,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.919980925828125,TA,TA,CBlock,Gd,TA,No,Rec,6.424869023905388,Unf,0.0,6.052089168924417,6.947937068614969,GasA,TA,Y,SBrkr,6.947937068614969,0.0,0.0,6.947937068614969,0,0.0,2,0,3,0.6931471805599453,TA,5,Typ,0,None,None,0.0,None,0,0,None,None,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,8,2009,WD,Normal,11.728044909070785
465,466,4.795790545596741,RM,4.2633832685897595,8.030409562130485,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,2.9444389791664403,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.226936018493289,7.226936018493289,GasA,Ex,Y,SBrkr,7.254884810077338,0.0,0.0,7.254884810077338,0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398,TA,TA,Y,4.976733742420574,3.044522437723423,0.0,0.0,0.0,None,None,0.0,5,2006,WD,Normal,12.093693109638318
466,467,3.044522437723423,RL,4.454347296253507,9.271341393533582,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,6.658011045870748,Unf,0.0,6.214608098422191,7.15305163493748,GasA,TA,Y,SBrkr,7.15305163493748,0.0,0.0,7.15305163493748,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526,TA,TA,Y,0.0,0.0,0.0,0.0,5.176149732573829,GdWo,None,0.0,4,2007,WD,Normal,12.025755079404917
467,468,4.2626798770413155,RL,4.382026634673881,9.15704507491796,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,5.41610040220442,TA,TA,CBlock,TA,TA,No,LwQ,5.958424693029782,Unf,0.0,5.8377304471659395,6.591673732008658,GasA,Ex,Y,SBrkr,6.790097235513905,6.6293632534374485,0.0,7.405495663199472,0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312,TA,TA,Y,5.1298987149230735,0.0,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,11.89478753335453
468,469,3.044522437723423,RL,4.59511985013459,9.343909263897597,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.517452896464707,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.394493107219038,7.394493107219038,GasA,Ex,Y,SBrkr,7.399398083331354,0.0,0.0,7.399398083331354,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866,TA,TA,Y,0.0,3.8066624897703196,0.0,0.0,0.0,None,None,0.0,5,2007,WD,Normal,12.429220196836383
469,470,4.110873864173311,RL,4.343805421853684,9.1369090938903,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.795790545596741,Gd,TA,PConc,Gd,TA,No,GLQ,6.056784013228625,Unf,0.0,6.008813185442595,6.725033642166843,GasA,Ex,Y,SBrkr,6.725033642166843,6.778784897685177,0.0,7.444833273892193,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2,506,TA,TA,Y,4.976733742420574,4.2626798770413155,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,12.138869243416009
470,471,4.795790545596741,RL,4.2633832685897595,8.82776136765472,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.910796644040527,BLQ,7.02197642307216,0.0,7.305860032684009,GasA,TA,Y,SBrkr,7.315218389752975,0.0,0.0,7.315218389752975,1,0.0,1,1,1,0.6931471805599453,Gd,4,Typ,0,None,Attchd,1985.0,RFn,2,528,TA,TA,Y,0.0,4.007333185232471,0.0,0.0,4.948759890378168,None,None,0.0,6,2010,WD,Normal,12.264346270624157
471,472,4.110873864173311,RL,4.532599493153256,9.38873757187798,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.695798917058491,6.695798917058491,GasA,TA,Y,SBrkr,7.057897937411856,6.695798917058491,0.0,7.585788821732034,0,0.0,2,1,3,0.6931471805599453,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534,TA,TA,Y,0.0,0.0,0.0,0.0,5.6240175061873385,None,None,0.0,11,2007,WD,Normal,12.154784614286667
472,473,5.198497031265826,RM,3.58351893845611,8.209580483475577,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.394449154672439,TA,TA,PConc,Gd,TA,Gd,GLQ,6.131226489483141,Unf,0.0,4.48863636973214,6.306275286948016,GasA,Ex,Y,SBrkr,6.9782137426306985,0.0,0.0,6.9782137426306985,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,Basment,2005.0,RFn,2,525,TA,TA,Y,0.0,3.367295829986474,0.0,0.0,0.0,None,None,0.0,6,2008,WD,Normal,11.904974309480183
473,474,3.044522437723423,RL,4.709530201312334,9.614337736809313,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.720311776607412,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.208600337960199,Unf,0.0,6.440946540632921,7.589335823170617,GasA,Ex,Y,SBrkr,7.589335823170617,0.0,0.0,7.589335823170617,1,0.0,2,0,2,0.6931471805599453,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908,TA,TA,Y,5.5254529391317835,4.1588830833596715,0.0,0.0,0.0,None,None,0.0,7,2007,New,Partial,12.994532278619134
474,475,4.795790545596741,RL,3.7376696182833684,8.581294116822761,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,7.087573705557973,Unf,0.0,5.700443573390687,7.3098814858247865,GasA,Ex,Y,SBrkr,7.410347097821024,0.0,0.0,7.410347097821024,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,0,None,Attchd,2000.0,RFn,2,499,TA,TA,Y,4.574710978503383,3.8918202981106265,0.0,0.0,0.0,None,None,0.0,8,2007,WD,Normal,12.433212202169729
475,476,3.044522437723423,RL,4.394449154672439,9.0455836463617,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.447305862541213,Unf,0.0,5.831882477283517,6.878326468291325,GasA,TA,Y,SBrkr,6.878326468291325,0.0,0.0,6.878326468291325,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,None,Detchd,1996.0,Unf,2,624,TA,TA,Y,0.0,3.2188758248682006,0.0,0.0,5.262690188904886,None,None,0.0,7,2007,WD,Normal,11.794345471549745
476,477,3.044522437723423,RL,4.330733340286331,9.482350275033667,Pave,None,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.375278407684165,TA,TA,PConc,Gd,TA,Gd,GLQ,6.902742737158593,Unf,0.0,6.184148890937483,7.2991214627108,GasA,Ex,Y,SBrkr,7.309212365692763,0.0,0.0,7.309212365692763,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508,TA,TA,Y,4.948759890378168,3.6888794541139363,0.0,0.0,0.0,None,None,0.0,4,2008,WD,Normal,12.249615734512616
477,478,4.110873864173311,RL,4.663439094112067,9.524713059681009,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.650279048587422,Ex,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.675081857716334,7.675081857716334,GasA,Ex,Y,SBrkr,7.635303886259415,6.354370040797351,0.0,7.880048200971577,0,0.0,2,1,3,0.6931471805599453,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694,TA,TA,Y,6.028278520230698,4.442651256490317,0.0,0.0,0.0,None,None,0.0,3,2007,WD,Normal,12.847929163278053
478,479,3.044522437723423,RL,4.382026634673881,9.272187775302262,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,5.820082930352362,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.161622002939187,Unf,0.0,6.035481432524756,7.441906728051625,GasA,Ex,Y,SBrkr,7.449498005382849,0.0,0.0,7.449498005382849,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,TA,TA,Y,5.342334251964811,3.8066624897703196,0.0,0.0,0.0,None,None,0.0,9,2009,WD,Normal,12.601490784782536
479,480,3.4339872044851463,RM,3.9318256327243257,8.68710472813351,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,6.077642243349034,TA,TA,BrkTil,Fa,TA,No,Rec,5.1298987149230735,Unf,0.0,6.606650186198215,6.811244378601294,GasA,TA,Y,SBrkr,7.0317412587631285,0.0,0.0,7.0317412587631285,0,0.0,1,0,2,0.6931471805599453,TA,7,Typ,0,None,Detchd,1995.0,Unf,2,672,TA,TA,Y,0.0,4.290459441148391,0.0,0.0,0.0,MnPrv,None,0.0,3,2007,WD,Alloca,11.401681006153428
480,481,3.044522437723423,RL,4.59511985013459,9.682466746602897,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.937536205082426,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.140453043101158,Unf,0.0,6.35088571671474,7.51425465281641,GasA,Ex,Y,SBrkr,7.523481312573497,0.0,0.0,7.523481312573497,1,0.0,2,0,3,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,TA,TA,Y,6.253828811575473,4.727387818712341,0.0,0.0,0.0,None,None,0.0,3,2006,WD,Normal,12.694655727828803
481,482,3.044522437723423,RL,4.290459441148391,9.37982994995476,Pave,None,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.333279628139691,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.357556200910353,Unf,0.0,5.420534999272286,7.491645473605133,GasA,Ex,Y,SBrkr,7.491645473605133,0.0,0.0,7.491645473605133,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,874,TA,TA,Y,5.332718793265369,3.912023005428146,0.0,0.0,0.0,None,None,0.0,8,2006,WD,Normal,12.832013750189885
482,483,4.2626798770413155,RM,3.9318256327243257,7.824445930877619,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,5.703782474656201,Unf,0.0,6.416732282512326,6.814542897259958,GasA,Ex,Y,SBrkr,6.821107472256465,6.814542897259958,0.0,7.510430556378006,1,0.0,1,1,4,0.6931471805599453,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,164,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2009,WD,Normal,11.951186847493476
483,484,4.795790545596741,RM,3.4965075614664802,8.412054873292933,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.762173934797756,TA,TA,PConc,Ex,TA,No,GLQ,6.8001700683022,Unf,0.0,5.768320995793772,7.104144092987527,GasA,Ex,Y,SBrkr,7.104144092987527,0.0,0.0,7.104144092987527,1,0.0,2,0,2,0.6931471805599453,TA,5,Typ,0,None,Attchd,1998.0,Unf,2,402,TA,TA,Y,0.0,4.836281906951478,0.0,0.0,0.0,None,None,0.0,5,2006,WD,Normal,12.00762780434872
484,485,3.044522437723423,RL,4.2633832685897595,8.95660873889395,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,6.3784261836515865,Unf,0.0,6.021023349349527,6.907755278982137,GasA,Gd,Y,SBrkr,6.907755278982137,0.0,0.0,6.907755278982137,1,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,0,None,Detchd,1963.0,Unf,1,264,TA,TA,Y,0.0,4.890349128221754,0.0,0.0,0.0,None,None,0.0,3,2007,WD,Normal,11.794345471549745
485,486,3.044522437723423,RL,4.394449154672439,9.169622538697624,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,6.410174881966167,Unf,0.0,6.2285110035911835,7.01571242048723,GasA,Gd,Y,SBrkr,7.01571242048723,0.0,0.0,7.01571242048723,0,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,264,TA,TA,Y,0.0,4.394449154672439,4.795790545596741,0.0,0.0,None,None,0.0,7,2009,WD,Normal,11.898194668458823
486,487,3.044522437723423,RL,4.382026634673881,9.238927828828094,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,No,ALQ,6.729824070489475,Unf,0.0,5.472270673671475,6.97914527506881,GasA,TA,Y,SBrkr,6.97914527506881,0.0,0.0,6.97914527506881,1,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,None,Attchd,1965.0,RFn,2,515,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,6,2007,WD,Normal,11.957617696467539
487,488,3.044522437723423,RL,4.2626798770413155,9.412791300065303,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.906754778648554,Unf,0.0,6.18826412308259,7.3031700512368,GasA,Gd,Y,SBrkr,7.3031700512368,0.0,0.0,7.3031700512368,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,487,TA,TA,Y,5.41610040220442,0.0,0.0,0.0,5.198497031265826,None,None,0.0,2,2007,WD,Normal,12.07254696717504
488,489,5.25227342804663,RL,4.110873864173311,9.287394001418473,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,6.499787040655854,Unf,0.0,5.673323267171493,6.86171134048073,GasA,TA,N,FuseA,7.4770384723196965,6.47543271670409,0.0,7.789454566086673,0,0.0,2,0,3,1.0986122886681098,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520,TA,Fa,N,4.962844630259907,0.0,0.0,0.0,0.0,None,None,0.0,5,2006,ConLD,Normal,11.982935344196433
489,490,5.198497031265826,RM,3.091042453358316,7.3310603052186325,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,6.246106765481563,Unf,0.0,4.7535901911063645,6.447305862541213,GasA,TA,Y,SBrkr,6.447305862541213,0.0,0.0,6.447305862541213,1,0.0,1,0,1,0.6931471805599453,Gd,3,Typ,0,None,Attchd,1970.0,Unf,1,286,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,None,None,0.0,5,2009,WD,Normal,11.362114203075018
